Id,Nivel,Grado,Campos,Componentes,Organizador1,Organizador2,ApEs,Apes_Detalle,Escala_Sugerida,Indicador1,Indicador2,Indicador3,Indicador4,Observaciones,Activo
1232,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Bienestar,Reconoce y expresa qué acciones generan bienestar y malestar en diferentes escenarios.,,"si, no, muy frecuentemente",Reconoce qué acciones generan bienestar y malestar en diferentes escenarios.,Expresa qué acciones generan bienestar y malestar en diferentes escenarios.,,,NADA,1
1233,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Metacognición,Explica por sí solo el procedimiento que realizó para afrontar un problema y las emociones asociadas a este proceso.,,Lo logra / En ocasiones lo logra / No lo logra,Explica por sí solo el procedimiento que realizó para afrontar un problema.,Explica por sí solo las emociones asociadas al proceso de aforntar un problema.,,,NADA,1
1234,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Expresión de las emociones,"Identifica las situaciones que le generan emociones aflictivas y no aflictivas, y las comparte con los demás.",,Lo logra / En ocasiones lo logra / No lo logra,Identifica las situaciones que le generan emociones aflictivas y las comparte con los demás.,Identifica las situaciones que le generan emociones no aflictivas y las comparte con los demás.,,,NADA,1
1235,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Regulación de las emociones,Utiliza de manera autónoma técnicas de atención y regulación de impulsos provocados por emociones aflictivas.,,"Frecuentemente, poco, nunca",Utiliza de manera autónoma técnicas de atención provocados por emociones aflictivas.,Utiliza de manera autónoma técnicas de regulación provocados por emociones aflictivas.,,,NADA,1
1236,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Autogeneración de emociones para el bienestar,Reconoce el sentido del humor como una estrategia para reducir la tensión.,,"si, no, muy frecuentemente",Reconoce el sentido del humor para usarla como estrategia para reducir la atención.,,,,NADA,1
1237,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Perseverancia,Muestra disposición y optimismo ante retos o tareas poco interesantes pero necesarias.,,Lo logra / En ocasiones lo logra / No lo logra,Muestra disposición ante retos poco interesantes pero necesarias.,Muestra disposición ante tareas poco interesantes pero necesarias.,Muestra optimismo ante retos poco interesantes pero necesarias.,Muestra optimismo ante tareas poco interesantes pero necesarias.,NADA,1
1238,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Iniciativa personal,"Practica hábitos para fortalecer su capacidad de valerse por sí mismo en el ámbito personal, social y escolar.",,"Frecuentemente, poco, nunca",Practica hábitos paa fortalecer su capacidad de valerse por sí mismo en el ámbito personal.,Practica hábitos paa fortalecer su capacidad de valerse por sí mismo en el ámbito social.,Practica hábitos paa fortalecer su capacidad de valerse por sí mismo en el ámbito escolar.,,NADA,1
1239,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Identificación de necesidades y búsqueda de soluciones.,Identifica actividades en las que necesita ayuda y que desearía hacer por sí mismo.,,Lo logra / En ocasiones lo logra / No lo logra,Identidica actividades en las que necesita ayuda y que desearía ahcer por sí solo.,,,,NADA,1
1240,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Liderazgo y apertura,Propone ideas a la maestra y a su familia de nuevas actividades que desearía llevar a cabo.,,"si, no, muy frecuentemente",Propone ideas a la maestra de nuevas actividades que desearía llevar a cabo.,Propone ideas a su familia de nuevas actividades que desearía llevar a cabo.,,,NADA,1
1241,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Toma de decisiones y compromisos,Identifica las causas y efectos en la toma de decisiones.,,Lo logra / En ocasiones lo logra / No lo logra,Identifica las causas en la toma de decisiones.,Identifica los efectos en la toma de decisiones.,,,NADA,1
1242,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Autoeficacia,Comprende que los hábitos aprendidos demuestran su capacidad de valerse por sí mismo.,,"Frecuentemente, poco, nunca",Comprende que los hábitos que ha adquirido demuestran su capacidad de valerse por sí mismo.,,,,NADA,1
1243,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Bienestar y trato digno hacia otras personas.,Reconoce cómo se sienten sus compa~neros cuando alguien los trata bien o mal.,,Lo logra / En ocasiones lo logra / No lo logra,Reconoce cómo se sienten sus compa~neros cuando alguien los trata bien.,Reconoce cómo se sienten sus compa~neros cuando alguien los trata mal.,,,NADA,1
1244,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Toma de perspectiva en situaciones de desacuerdo o conflicto,Reconoce lo que sienten los demás en situaciones de desacuerdo.,,Lo logra / En ocasiones lo logra / No lo logra,Reconoce lo que sienten los demás en situaciones de desacuerdo.,,,,NADA,1
1245,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Reconocimiento de prejuicios asociados a la diversidad,Reconoce y nombra aspectos que tiene en común con otras personas distintas a él.,,Lo logra / En ocasiones lo logra / No lo logra,Reconoce aspectos que tiene en común con otras personas distintas a él.,Nombra aspectos que tiene en común con otras personas distintas a él.,,,NADA,1
1246,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Sensibilidad hacia personas y grupos que sufren exclusión o discriminación,"Reconoce que las personas experimentan malestar o dolor emocional en situaciones de maltrato, discriminación o exclusión.",,Lo logra / En ocasiones lo logra / No lo logra,Reconoce que las personas experimentan malestar o dolor emocional en situaciones de maltrato.,Reconoce que las personas experimentan malestar o dolor emocional en situaciones de discriminación,Reconoce que las personas experimentan malestar o dolor emocional en situaciones de exclusión,,NADA,1
1247,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Cuidado de otros seres vivos y de la Naturaleza,"Reconoce el medioambiente como el lugar donde se gesta la vida, y se ve a sí mismo como parte del entorno planetario.",,Lo logra / En ocasiones lo logra / No lo logra,Reconoce el mediambiente como el lugar donde se gesta la vida.,Se ve a sí mismo como parte del entorno planetario.,,,NADA,1
1248,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Comunicación asertiva,"Escucha las demandas de los compa~neros, hermanos o padres de familia y es capaz de decirlas con sus propias palabras.",,"Frecuentemente, poco, nunca",Escucha las demandas de los compa~neros y es capaz de decirlas con sus propias palabras.,Escucha las demandas de sus hermanos y es capaz de decirlas con sus propias palabras.,Escucha las demandas de los padres de familia y es capaz de decirlas con sus propias palabras.,,NADA,1
1249,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Responsabilidad,Cumple puntualmente con la tarea específica que le corresponde en un trabajo colaborativo.,,"si, no, muy frecuentemente",Cumple puntualmente con una tarea específica que le corresponde en un trabajo en equipo.,,,,NADA,1
1250,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Inclusión,Muestra disposición al dar y recibir ayuda de los demás para la realización de un proyecto en común.,,"Frecuentemente, poco, nunca",Muestra disposición al dar ayuda a los demás para la realización de un proyecto en común.,Muestra disposición al recibir ayuda a los demás para la realización de un proyecto en común.,,,NADA,1
1251,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Resolución de conflictos,"Establece un diálogo con apoyo de un adulto, con el propósito de llegar a un acuerdo o solución.",,"si, no, muy frecuentemente","Establece un diálogo con apoyo de un adulto, con el propósito de llegar a un acuerdo.","Establece un diálogo con apoyo de un adulto, con el propósito de llegar a una solución.",,,NADA,1
1252,Primaria,2,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Interdependencia,Identifica la manera en que cada uno contribuye positivamente a la consecución de una meta común.,,Lo logra / En ocasiones lo logra / No lo logra,Identifica la manera en que cada uno contribuye positivamente ala consecución de una mate que tienen en común.,,,,NADA,1
1253,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Atención,Identifica las sensaciones corporales asociadas a las emociones aflictivas y aplica estrategias para regresar a la calma y enfocarse.,,Lo logra / En ocasiones lo logra / No lo logra,Identifica las sensaiones corporales asociadas a las emociones aflictivas.,Aplica estrategias para regresar a la calma y enfocarse.,,,NADA,1
1254,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Conciencia de las propias emociones,"Identifica cómo se manifiestan diferentes emociones en el cuerpo, la voz, la capacidad de pensar con claridad y la conducta; analiza sus causas y consecuencias.",,Lo logra / En ocasiones lo logra / No lo logra,"Identifica cómo se manifiestan diferentes emociones en el cuerpo, analiza sus causas y consecuencias.","Identifica cómo se manifiestan diferentes emociones en la voz, analiza sus causas y consecuencias.","Identifica cómo se manifiestan diferentes emociones en la capacidad de pensar con claridad, analiza sus causas y consecuencias.","Identifica cómo se manifiestan diferentes emociones en la conducta, analiza sus causas y consecuencias.",NADA,1
1255,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Autoestima,"Reconoce y aprecia sus fortalezas, capacidad de aprender y superar retos.",,"Frecuentemente, poco, nunca",Reconoce y aprecia sus fortalezas.,Reconoce y aprecia su capacidad de aprender.,Reconoce y aprecia la superación de sus retos.,,NADA,1
1256,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Apreciación y gratitud,Reconoce y aprecia las oportunidades y aspectos positivos que existen en su vida.,,"Frecuentemente, poco, nunca",Reconoce y aprecia las oportunidades que existen en su vida.,Reconoce y aprecia los aspectos positivos que existen en su vida.,,,NADA,1
1257,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Bienestar,"Reconoce cuándo las emociones ayudan a aprender y a estar bien, y cuándo da~nan las relaciones y dificultan el aprendizaje.",,"Frecuentemente, poco, nunca",Reconoce cuándo las emociones ayudan a aprender.,Reconoce cuándo las emociones ayudan a estar bien.,Reconoce cuándo las emociones da~nan las relaciones.,Reconoce cuándo las emociones dificultan el aprendizaje.,NADA,1
1258,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Metacognición,Escucha a sus compa~neros para enriquecer los propios procedimientos para resolver un problema.,,"si, no, muy frecuentemente",Escucha atentamente a sus compa~neros para así poder enriqucer sus propios procedimientos para resolver un problema.,,,,NADA,1
1259,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Expresión de las emociones,Identifica cómo el pensamiento puede modificar el comportamiento que genera una emoción.,,Lo logra / En ocasiones lo logra / No lo logra,Identifica cómo el pensamiento puede modificar el comportamiento que se geenra con una emoción.,,,,NADA,1
1260,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Regulación de las emociones,Evalúa la pertinencia de experimentar las distintas formas de expresión emocional en diversos contextos.,,"si, no, muy frecuentemente",Evalúa la pertinencia de poder experimentar las diferentes formas de expresión emocional en diversos contextos.,,,,NADA,1
1261,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Autogeneración de emociones para el bienestar,Emplea técnicas de atención y regulación de impulsos para regresar a un estado de bienestar ante una situación aflictiva.,,Lo logra / En ocasiones lo logra / No lo logra,Emplea técnicas de atención de impulsos para regresar a un estado de bienestar ante una situación aflictiva.,Emplea técnicas de regulación de impulsos para regresar a un estado de bienestar ante una situación aflictiva.,,,NADA,1
1262,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Perseverancia,"Identifica que se puede aprender del error y la dificultad, y lo vive con optimismo.",,Lo logra / En ocasiones lo logra / No lo logra,Identifica que se puede aprender del error y lo vive con optimismo. ,Identifica que se puede aprender de la dificultad y lo vive con optimismo. ,,,NADA,1
1263,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Iniciativa personal,"Genera productos originales de tipo científico, artístico o lúdico utilizando sus conocimientos y habilidades.",,Lo logra / En ocasiones lo logra / No lo logra,Genera productos originales de tipo científico utilizando sus conocimientos y habilidades.,Genera productos originales de tipo artístico utilizando sus conocimientos y habilidades.,Genera productos originales de tipo lúdico utilizando sus conocimientos y habilidades.,,NADA,1
1264,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Identificación de necesidades y búsqueda de soluciones.,Contribuye a proponer soluciones a través de normas sociales y de convivencia.,,"si, no, muy frecuentemente",Contribuye a proponer soluciones a través de normas sociales.,Contribuye a proponer soluciones a través de normas de convivencia.,,,NADA,1
1265,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Liderazgo y apertura,Lleva a cabo acciones cotidianas en colaboración con otros que demuestran respeto a las normas de convivencia.,,"si, no, muy frecuentemente",Lleva a cabo acciones cotidianas en colaboración con otros que demuestran respeto a las normas de convivencia.,,,,NADA,1
1266,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Toma de decisiones y compromisos,Toma decisiones en distintos escenarios considerando las consecuencias para sí mismo y los demás.,,Lo logra / En ocasiones lo logra / No lo logra,Toma decisiones en distintos escenarios considerando las consecuencias para sí mismo.,Toma decisiones en distintos escenarios considerando las consecuencias para los demás.,,,NADA,1
1267,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Autoeficacia,Reconoce que su capacidad de agencia depende de la práctica y el compromiso con el aprendizaje.,,"Frecuentemente, poco, nunca",Reconoce que su capacidad de agencia depende de la práctica.,Reconoce que su capacidad de agencia depende del compromiso con el aprendizaje.,,,NADA,1
1268,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Bienestar y trato digno hacia otras personas.,"Es capaz de pedir, recibir y ofrecer ayuda, y de explicar las emociones que surgen al apoyar y ser apoyado.",,Lo logra / En ocasiones lo logra / No lo logra,Es capaz de pedir ayuda y de explicar las emociones que surgen al apoyar.,Es capaz de recibir ayuda y de explicar las emociones que surgen al apoyar.,Es capaz de ofrecer ayuda y de explicar las emociones que surgen al apoyar.,Es capaz de pedir ayuda y de explicar las emociones que surgen al ser apoyado.,NADA,1
1269,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Toma de perspectiva en situaciones de desacuerdo o conflicto,Explica sus ideas y escucha con atención los puntos de vista de los demás en situaciones de desacuerdo o conflicto.,,"si, no, muy frecuentemente",Explica sus ideas en situaciones de desacuerdo o conflicto.,Escucha con atención los puntos de vista de los demás en situaciones de desacuerdo o conflicto.,,,NADA,1
1270,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Reconocimiento de prejuicios asociados a la diversidad,"Compara las semejanzas y diferencias propias y de otros: físicas, de personalidad, edad, género, gustos, ideas, costumbres, lugares de procedencia, situación socioeconómica.",,Lo logra / En ocasiones lo logra / No lo logra,"Compara las semejanzas propias y de otros: físicas, de personalidad, edad, género, gustos, ideas, costumbres, lugares de procedencia y situación socioeconómica.","Compara las diferencias propias y de otros: físicas, de personalidad, edad, género, gustos, ideas, costumbres, lugares de procedencia y situación socioeconómica.",,,NADA,1
1271,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Sensibilidad hacia personas y grupos que sufren exclusión o discriminación,Identifica grupos de personas que han sido susceptibles de discriminación y maltrato y analiza las consecuencias de este hecho.,,Lo logra / En ocasiones lo logra / No lo logra,Identifica grupos de personas que han sido susceptibles de discrimincación y analiza las consecuencias de este hecho.,Identifica grupos de personas que han sido susceptibles de maltrato y analiza las consecuencias de este hecho.,,,NADA,1
1272,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Cuidado de otros seres vivos y de la Naturaleza,"Identifica, junto con sus compa~neros, acciones de respeto, cuidado y consideración hacia animales, plantas y medioambiente.",,Lo logra / En ocasiones lo logra / No lo logra,"Identifica, junto con sus compa~neros, acciones de respeto hacia animales, plantas y medioambiente.","Identifica, junto con sus compa~neros, acciones de cuidado hacia animales, plantas y medioambiente.","Identifica, junto con sus compa~neros, acciones de consideración hacia animales, plantas y medioambiente.",,NADA,1
1273,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Comunicación asertiva,Toma el uso de la palabra respetando los turnos de participación y tiempos de espera en un ambiente de colaboración.,,"si, no, muy frecuentemente",Toma el uso de la palabra respetando los turnos de participación en un ambiente de colaboración.,Toma el uso de la palabra respetando los tiempos de espera en un ambiente de colaboración.,,,NADA,1
1274,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Responsabilidad,Reconoce y asume las consecuencias de sus errores y contribuciones al trabajar en equipo.,,"Frecuentemente, poco, nunca",Reconoce las consecuencias de sus errores y contribuciones al trabajar en equipo.,Asume las consecuencias de sus errores y contribuciones al trabajar en equipo.,,,NADA,1
1275,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Inclusión,Promueve que todos los integrantes de un equipo queden incluidos para definir y asignar las tareas en un trabajo colaborativo.,,"si, no, muy frecuentemente",Promueve que todos los integrantes de un equipo queden incluidos para definir las tareas en un trabajo colaborativo.,Promueve que todos los integrantes de un equipo queden incluidos para asignar las tareas en un trabajo colaborativo.,,,NADA,1
1276,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Resolución de conflictos,Reflexiona acerca de actitudes y comportamientos que conllevan a una situación conciliadora o conflictiva.,,Lo logra / En ocasiones lo logra / No lo logra,Reflexiona acerca de actitudes que conllevan a una situación conciliadora.,Reflexiona acerca de actitudes que conllevan a una situación conflictiva.,Reflexiona acerca de comportamientos que conllevan a una situación conciliadora.,Reflexiona acerca de comportamientos que conllevan a una situación conflictiva.,NADA,1
1277,Primaria,3,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Interdependencia,Corresponde de manera solidaria a la ayuda y aportaciones que recibe de los demás.,,Lo logra / En ocasiones lo logra / No lo logra,Corresponde de manera solidaria a la ayuda que recibe de los demás.,Corresponde de manera solidaria a las aportaciones que recibe de los demás.,,,NADA,1
1278,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Atención,Calma y enfoca la mente en momentos de estrés.,,Lo logra / En ocasiones lo logra / No lo logra,Calma la mente en momentos de estrés.,Enfoca la mente en momentos de estrés.,,,NADA,1
1279,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Conciencia de las propias emociones,Distingue entre emociones constructivas y aflictivas en diferentes contextos.,,Lo logra / En ocasiones lo logra / No lo logra,Distingre entre emociones contructivas en diferentes contextos.,Distingre entre emociones aflictivas en diferentes contextos.,,,NADA,1
1280,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Autoestima,"Reconoce cuando hay algo que no sabe o se le dificulta, y muestra apertura para aprender, pedir ayuda o recibir realimentación.",,"si, no, muy frecuentemente",Reconoce cuando hay algo que no sabe o se le dificulta y muestra apertura para aprender.,Reconoce cuando hay algo que no sabe o se le dificulta y muestra apertura pedir ayuda.,Reconoce cuando hay algo que no sabe o se le dificulta y muestra apertura para recibir retroalimentación.,,NADA,1
1281,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Apreciación y gratitud,Comprende y aprecia la importancia de la reciprocidad para alcanzar objetivos propios y colectivos.,,"Frecuentemente, poco, nunca",Comprende la importancia de la reciprocidad para alcanzar objetivos propios.,Comprende la importancia de la reciprocidad para alcanzar objetivos colectivos.,Aprecia la importancia de la reciprocidad para alcanzar objetivos propios.,Aprecia la importancia de la reciprocidad para alcanzar objetivos colectivos.,NADA,1
1282,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Bienestar,Identifica causas y consecuencias del estrés y aplica estrategias para lidiar con él.,,Lo logra / En ocasiones lo logra / No lo logra,Identifica causas del estrés y aplica estrategias para lidiar con él.,Identifica consecuencias del estrés y aplica estrategias para lidiar con él.,,,NADA,1
1283,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Metacognición,Identifica sus errores en la resolución de un problema para evitar que sucedan de nuevo.,,Lo logra / En ocasiones lo logra / No lo logra,Identifica sus errores en la resolución de un problema para evitar que sucedan de nuevo.,,,,NADA,1
1284,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Expresión de las emociones,Practica formas de expresión emocional para reducir el estado de tensión o de estrés generado por una emoción aflictiva.,,"Frecuentemente, poco, nunca",Practica formas de expresión emocional para reducir el estado de tensión por una emoción aflictiva.,Practica formas de expresión emocional para reducir el estado de estrés por una emoción aflictiva.,,,NADA,1
1285,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Regulación de las emociones,"Reconoce los pensamientos que generan y refuerzan las emociones de miedo, ira o frustración.",,"si, no, muy frecuentemente","Reconoce los pensamientos que generan las emociones de miedo, ira o frustración.","Reconoce los pensamientos que refuerzan las emociones de miedo, ira o frustración.",,,NADA,1
1286,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Autogeneración de emociones para el bienestar,Utiliza estrategias de toma de perspectiva en situaciones aflictivas para mantener un estado de bienestar.,,"si, no, muy frecuentemente",Utiliza estrategias de toma de perspectiva en situaciones aflictivas para mantener un estado de bienestar.,,,,NADA,1
1287,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Perseverancia,Analiza los recursos que le permiten transformar los retos en oportunidades.,,Lo logra / En ocasiones lo logra / No lo logra,Analiza los recursos que le permiten transformar los retos en oportunidades.,,,,NADA,1
1288,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Iniciativa personal,"Genera y expresa su punto de vista respecto a las situaciones que le rodean, distinguiendo lo bueno de lo malo, lo verdadero de lo falso.",,Lo logra / En ocasiones lo logra / No lo logra,"Genera su punto de vista respecto a las situaciones que le rodean, distienguiendo lo bueno de lo malo.","Expresa su punto de vista respecto a las situaciones que le rodean, distienguiendo lo bueno de lo malo.","Genera su punto de vista respecto a las situaciones que le rodean, distienguiendo lo verdadero de lo falso.","Expresa su punto de vista respecto a las situaciones que le rodean, distienguiendo lo verdadero de lo falso.",NADA,1
1289,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Identificación de necesidades y búsqueda de soluciones.,Analiza y dialoga sobre necesidades de su entorno inmediato que pueden mejorar.,,"Frecuentemente, poco, nunca",Analiza sobre necesidades de su entorno inmediato que pueden mejorar.,Dialoga sobre necesidades de su entorno inmediato que pueden mejorar.,,,NADA,1
1290,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Liderazgo y apertura,"Expresa su punto de vista, y considera el de los demás para mejorar su entorno.",,Lo logra / En ocasiones lo logra / No lo logra,Expresa su punto de vista para mejorar su entorno.,Considera el punto de vista de los demás para mejorar su entorno.,,,NADA,1
1291,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Toma de decisiones y compromisos,Investiga soluciones para mejorar algo de su entorno inmediato.,,"si, no, muy frecuentemente",Investiga soluciones para mejorar algo de entorno inmediato o mas cercano.,,,,NADA,1
1292,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Autoeficacia,Valora su capacidad y eficacia en función de los efectos que tienen las decisiones que toma.,,"Frecuentemente, poco, nunca",Valora su capacidad en función de los efectos que tienen las decisiones que toma.,Valora su eficacia en función de los efectos que tienen las decisiones que toma.,,,NADA,1
1293,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Bienestar y trato digno hacia otras personas.,Reconoce acciones que benefician o que da~nan a otros y describe los sentimientos y consecuencias que experimentan los demás en situaciones determinadas.,,Lo logra / En ocasiones lo logra / No lo logra,Reconoce acciones que benefician a otros y describe los sentimientos que experimentan los demás en situaciones determinadas.,Reconoce acciones que da~nan a otros y describe los sentimientos que experimentan los demás en situaciones determinadas.,Reconoce acciones que benefician a otros y describe las consecuencias que experimentan los demás en situaciones determinadas.,Reconoce acciones que da~nan a otros y describe las consecuencias que experimentan los demás en situaciones determinadas.,NADA,1
1294,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Toma de perspectiva en situaciones de desacuerdo o conflicto,"Comprende las diferentes ideas, sentimientos y acciones, y puede repetir con sus propias palabras el punto de vista de otros, en situaciones de conflicto.",,Lo logra / En ocasiones lo logra / No lo logra,"Comprende las diferentes ideas y puede repetir con sus propias palabras el punto de vista de otros, en situaciones de conflicto.","Comprende los diferentes sentimientos y puede repetir con sus propias palabras el punto de vista de otros, en situaciones de conflicto.","Comprende las diferentes acciones y puede repetir con sus propias palabras el punto de vista de otros, en situaciones de conflicto.",,NADA,1
1295,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Reconocimiento de prejuicios asociados a la diversidad,"Analiza la existencia de los estereotipos y prejuicios, propios y ajenos, asociados a características de la diversidad humana y sociocultural.",,"Frecuentemente, poco, nunca",Analiza la existencia de los estereotipos propios asociados a características de la diversidad humana.,Analiza la existencia de los prejuicios propios asociados a características de la diversidad humana.,Analiza la existencia de los estereotipos propios asociados a características de la diversidad sociocultural.,Analiza la existencia de los prejuicios propios asociados a características de la diversidad sociocultural.,NADA,1
1296,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Sensibilidad hacia personas y grupos que sufren exclusión o discriminación,Evalúa posibles acciones y obstáculos para aliviar el malestar de personas que son excluidas o maltratadas.,,Lo logra / En ocasiones lo logra / No lo logra,Evalúa posibles acciones para aliviar el malestar de personas que son excluidas.,Evalúa posibles obstáculos para aliviar el malestar de personas que son excluidas.,Evalúa posibles acciones para aliviar el malestar de personas que son maltratadas.,Evalúa posibles obstáculos para aliviar el malestar de personas que son maltratadas.,NADA,1
1297,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Cuidado de otros seres vivos y de la Naturaleza,"Argumenta sobre la responsabilidad propia, de sus compa~neros y familia en el cuidado del entorno.",,"Frecuentemente, poco, nunca",Argumenta sobre la responsabilidad propia en el cuidado del entorno.,Argumenta sobre la responsabilidad de sus compa~neros en el cuidado del entorno.,Argumenta sobre la responsabilidad de su familia en el cuidado del entorno.,,NADA,1
1298,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Comunicación asertiva,Expone sus ideas y su punto de vista de una manera respetuosa y clara.,,Lo logra / En ocasiones lo logra / No lo logra,Expone sus ideas de una manera respetuosa.,Expone sus ideas de una manera clara.,Expone su punto de vista de manera respetuosa.,Expone su punto de vista de manera clara.,NADA,1
